bandwidth_utilization_percent,packet_loss_percent,distance_km,network_type,protocol,routing_hops,congestion_level,time_of_day,hardware_age_years,security_overhead,data_packet_size_bytes,network_traffic_type,wireless_signal_strength,latency_ms
64.83138454809011,1.7850225490383036,3310.0741181955577,3,1,7.0,2,0,5.059277121219313,1,608.503212075592,1,2,57.64907384650849
96.50958063868336,1.5233252911489763,391.4333408495325,0,0,14.0,2,2,6.365720941623451,0,1395.966107762055,0,3,218.306543592354
88.45627690110878,0.3473856886181738,219.5529351497744,0,0,11.0,2,0,6.883722733289045,0,870.014234875589,1,3,142.7059633869206
39.30150737542192,1.2700748271404383,672.7463926410064,1,0,12.0,1,1,3.678931718197473,0,202.2490048602581,3,1,99.28640851256397
67.02947035696766,0.7114045109762934,4916.293519300315,1,1,4.0,0,1,0.8354505277727675,0,776.1446411692168,1,1,58.843374090015054
35.31956617540009,0.2329810902544884,722.0678132692536,3,2,5.0,0,2,3.8576666804958464,1,1399.0456307185973,0,0,51.09656614877503
59.71630824666943,1.0470196761771788,4797.871620375769,2,0,9.0,0,2,7.408063412720336,1,654.2309886045217,3,2,162.0969889367076
63.393559049774865,0.3044373643303553,1155.6690040086692,2,1,17.0,0,1,6.3881625964085496,0,277.69177191649464,2,3,26.23338925644117
52.44828802939893,1.2162359353115884,653.6299310271335,0,3,11.0,1,1,4.1034274243565125,0,220.157878109566,0,3,165.04364566147922
32.73314795839789,0.4987206406715982,107.4341650030477,2,0,6.0,1,0,5.250954219235818,1,519.0027749897179,0,1,101.25027999814704
51.27320229549288,1.6157996214229084,3348.1187106162265,3,1,1.0,2,2,3.5633307604474,0,779.6022209796016,2,2,220.93887044517373
43.20160894327763,0.6887515350757876,1847.0516389339648,2,3,6.0,0,2,1.173118550985877,0,256.32108107801014,0,1,45.149491760506194
47.238673993055336,1.069426229085726,4091.137066777674,3,1,19.0,2,1,4.148532397714135,0,961.3886956275594,2,0,166.75101179561324
39.34504696118835,1.9240980970491832,4961.180936162017,3,0,16.0,0,1,0.0603381163177667,0,1061.4695828931551,0,3,154.0653370217732
42.69433496864847,0.2315498508259632,3031.0704868935536,3,1,10.0,0,0,6.477169319504979,1,533.9305482089718,3,3,52.18695431404682
87.94783574803881,0.7472661585937475,3253.031446300733,0,2,17.0,1,2,6.77141772655162,1,1122.8839874414157,1,2,161.23855566934895
66.53168068460005,0.4500275638338495,162.9590106045078,1,2,9.0,0,2,0.0223248825698698,1,416.7181686373374,2,2,236.95844726213696
78.67462481959905,0.9676905441721332,2435.549361502992,3,1,13.0,2,2,6.217665323507931,0,1259.321243087854,1,3,46.4135040232844
49.68239944866638,0.0404337136219778,2877.431863888188,1,1,19.0,1,0,0.6988404662309149,1,1294.2252311648792,0,3,235.55915429162863
47.33877975424095,1.272984086984685,376.535785595244,1,1,7.0,2,1,5.271453895602969,0,567.9150943787214,0,3,93.38930641652186
59.22515026166492,1.138307881496483,1534.796318736578,0,0,15.0,0,1,1.2687148923123155,0,306.96281359278885,1,3,157.06317614372026
73.13881056449993,1.1718992228645757,2419.0047489319704,1,2,2.0,2,0,1.5212817642960514,1,1478.0262380989554,3,2,160.9720423521566
56.38413310154032,0.4497765916692546,4429.129112269002,0,0,10.0,0,0,1.079115281911748,0,785.7104528724308,2,3,161.36107755031605
63.393559049774865,0.692363065238147,4821.942065537781,2,1,15.0,0,1,3.691241657751538,1,363.0913053725162,2,3,142.7059633869206
90.17734922389762,0.8694249107114875,4102.921951237333,1,0,17.0,2,1,2.7345663118445183,1,553.7622129135522,3,1,142.7059633869206
73.87532365646274,1.7543119149334463,4872.781473926026,2,0,15.0,0,1,7.591891647204005,1,785.7104528724308,2,1,12.829422193529371
80.0309107655364,0.5545732816655042,4755.621374391619,1,1,12.0,1,2,4.52883321170453,0,565.0727674768092,0,0,265.82031070777833
92.31188383219629,0.667286419569235,3376.6310273461927,2,2,16.0,1,1,2.019042859041363,0,1277.7693366605265,1,2,103.83270268402404
74.64449371275009,0.3806840813639796,530.1323695752412,3,0,10.0,1,0,1.6300971175095773,0,1367.9286312461545,1,3,19.744526463574985
36.3606598450915,0.2543918403680607,4379.519165134488,2,3,4.0,0,0,0.1000591953466791,1,1300.0459736286666,2,1,167.8167061313748
60.609508430989926,1.9510481349144893,2058.18005546394,0,0,3.0,1,2,4.964754021103041,0,940.898411567248,1,3,296.2060191247897
73.58650129610591,0.774473631312182,3081.9263036150514,0,1,19.0,2,0,2.5802488858567045,0,455.9057380164394,2,1,137.76580053444306
70.63433267568789,0.9183589646234324,4694.720372935108,3,1,9.0,0,1,5.988793793237962,0,466.54557359327737,2,1,89.84582948590757
74.87604574818761,0.5427323368955017,1023.7617358703274,0,0,1.0,0,0,6.59535760172927,0,392.0678238461831,0,1,193.67633889694108
77.5623338328548,0.1916742687286872,4205.391566304621,3,1,1.0,0,2,6.343637234058522,0,785.7104528724308,0,2,124.6130626789754
75.72357997217654,1.1816747748294558,1037.3795413147084,0,0,19.0,2,1,2.014069654526665,0,541.0258290264607,0,0,221.0750643709467
75.34787719275056,0.9847256121889688,2964.59536645137,0,0,10.0,0,0,0.6389994889420887,0,1379.8044954483337,2,2,61.53508112744283
76.95477048582603,1.2128896932883682,1762.169820484954,0,3,10.0,0,1,4.878406539976576,0,660.5377115114186,3,3,134.92844093304765
82.38668258456921,0.7094364283447816,1234.596214008795,2,0,10.0,2,0,3.691241657751538,1,1101.4125564585142,2,1,45.86300882114239
42.19555856982487,1.5979361139302208,4860.565575270312,1,3,8.0,0,1,1.6718759918858046,0,785.7104528724308,0,0,125.73368420040568
45.95608495264898,1.577906189473537,325.767967631444,1,1,14.0,1,1,3.691241657751538,0,464.9531443241966,1,0,286.7809487868744
71.08767514877721,1.4937559730890122,625.8824157942515,3,2,13.0,0,0,6.126213310468059,0,1498.491292738133,1,0,195.8284026265481
47.60907955444444,0.9676905441721332,2435.549361502992,3,1,5.0,0,0,2.718028124376443,1,173.68961776291877,0,2,68.36819400432907
87.88772001090831,1.6055895082607885,3427.359062085426,0,3,18.0,0,0,3.691241657751538,1,986.807316607544,0,3,27.545326849843555
32.21439643572739,1.5903916761004422,708.118246868487,2,3,17.0,2,1,1.658264327343887,0,352.035004695254,3,0,142.7059633869206
39.15625175970824,0.4664751766223258,2937.6932000784213,3,3,6.0,1,0,6.57432811958623,0,521.9734431511724,2,2,235.4342530798272
63.393559049774865,0.4942204941839718,2026.465977408308,2,2,5.0,1,2,6.423428940382844,0,895.8251167888227,1,2,144.09881431995592
77.83110012594638,1.771146500436298,887.214932791644,3,0,13.0,0,0,2.0203098827904338,0,1487.4530273323198,2,0,68.42682074078942
81.94969275824204,1.835348684542968,4922.290364584775,1,3,16.0,1,2,6.020046776413552,1,618.6060709844286,1,1,16.991930043817725
61.33018631831654,1.5228169789961814,652.5454257305153,3,0,12.0,0,1,4.225103471030247,0,326.72770852861106,0,1,242.6935558162664
49.52556310145659,1.458250444780271,3975.920375246315,3,3,10.0,2,2,6.682932436217195,0,1215.917950002118,2,1,142.7059633869206
92.1864701847946,0.2622050462162795,2003.186695573974,2,2,11.0,2,0,4.944894266018452,0,799.5676918814892,2,2,35.18595860803242
66.87908222371784,1.017595818479189,1716.2821019344524,1,2,13.0,1,2,5.6330005697371845,1,1109.3551075257888,2,0,129.24024258121938
63.393559049774865,0.3730305440637236,1922.937143552196,1,2,3.0,2,0,3.951770609511588,0,711.1499436441133,1,0,26.23406225066405
33.471427798604495,0.9676905441721332,4553.899628950643,3,1,2.0,2,0,1.297213540189624,1,785.7104528724308,0,0,179.599904760102
81.3754914210455,0.4198394070120574,1028.9582714753078,2,1,11.0,0,1,3.691241657751538,1,258.6776748841941,1,3,169.4556785600801
72.58582764827008,0.9676905441721332,679.1765959812566,1,0,11.0,0,0,6.190453529312389,0,674.0430183245442,0,2,142.03920299330406
72.42207487846089,1.4892445309147613,1983.47234098055,1,3,3.0,2,2,4.477412515454371,0,1395.7136841434217,2,3,252.7016719569869
75.8079641875969,1.0989565075051992,4801.061339465284,1,3,5.0,0,2,2.6238224682539477,1,785.7104528724308,3,3,250.73382026872244
69.69963196979809,1.683890028465237,3164.5165668704035,3,1,4.0,0,2,0.3850850019927954,0,524.531321090215,0,1,96.17827283010618
58.54061083718652,1.4292601963025129,4299.009294871343,2,0,15.0,1,0,1.8043225762149595,0,373.9157647308485,3,2,247.7762961623021
63.393559049774865,1.3400895421327732,3436.336775546388,1,0,13.0,1,0,5.607638483546154,0,569.8014314772525,0,0,15.240577848608227
89.42814175509386,1.262482575680286,2435.549361502992,3,3,3.0,0,0,2.4771218264088493,0,128.47591142705883,3,2,88.47453381620721
67.01090660477409,0.5126339080241833,3387.1780391649145,2,2,9.0,0,0,0.4268518705970745,1,888.731049269682,0,2,180.35462159338616
31.63681367994633,1.4510493225355827,533.568337753767,3,2,2.0,0,0,7.831739523962006,0,893.9619893494129,2,1,73.85726074241818
40.77946100917848,0.2530128851285267,4003.1459236192513,1,0,4.0,1,1,2.6155402104302405,1,270.29663069959224,1,2,134.96087796607677
68.83170773051185,1.8354305792954024,46.65590907651329,2,0,16.0,0,2,0.973393883165782,0,184.74517894246475,1,1,86.83677342988045
34.35586601145043,0.1676333575984785,1571.3274425203035,2,0,8.0,0,0,3.691241657751538,1,571.7192047573845,0,3,275.1180306775468
70.09348627289503,0.9676905441721332,4511.202810818602,1,1,7.0,0,1,0.8128098173483904,1,671.239355388846,1,3,294.69754419786494
97.10281079018122,0.3259654834099459,3007.7356441021907,2,2,1.0,0,0,5.287391283166462,0,1153.0054412825182,1,0,53.81945576462142
52.81011756529139,1.3560246571220225,1536.7933926710043,0,2,3.0,2,0,3.913594600005254,0,528.6698093493105,0,3,243.7071230863952
60.15655381259445,1.4049388136268322,4542.307818240517,2,1,3.0,0,2,1.6450665178333184,0,1315.2338134835827,2,1,168.9558458088915
45.61676669491251,1.242337426731319,1404.1856952825524,1,1,14.0,1,2,6.196170692179972,1,397.820410226153,2,0,298.89060703599864
68.23271874842257,0.3434493533789207,618.9108530742747,1,2,11.0,0,0,1.135662217710065,0,977.019670090827,1,1,27.32909632196274
54.23866377523318,0.4731683886323206,3389.0214977454048,3,0,18.0,1,1,6.276804025626442,0,649.6734066050379,2,1,110.25953419447012
98.13304613531784,0.6701944456316555,4625.175172895388,2,0,5.0,0,2,5.07986373266395,1,458.2732921382135,3,1,22.93892707973589
43.14356662264491,0.7193095890153547,3641.967268127873,1,1,18.0,2,1,1.8851772108622464,0,1364.9115401198003,0,2,213.69161437357096
63.393559049774865,0.4558237162089005,404.66358127331057,3,2,15.0,0,0,5.897653601718219,0,255.52643028772775,3,2,191.4826391705828
36.859338810541,0.267119627760541,1412.125723490217,1,1,1.0,0,0,6.340965346448059,0,216.21886657089536,3,2,161.3441269998448
39.91936506924455,1.3084651813710422,372.9598205925952,0,3,14.0,0,1,3.8400077812814377,0,1014.7143366839588,2,1,257.25755841420767
57.66141888316011,1.6460034694365562,1589.120949128721,0,0,4.0,2,1,3.777757464179273,1,930.9445696360772,2,3,259.3232832815524
79.16649404771987,1.7436965798956992,1943.3154224922996,1,1,15.0,0,2,4.480597145754554,0,223.22342633572163,1,1,198.5206726208606
97.00074474228754,1.206203522416329,4191.618518251764,2,3,15.0,2,1,3.7737283795120895,0,476.9109147127373,3,2,111.70035012504842
52.446113562598,1.8932416237674647,4106.935465517,2,0,15.0,2,0,3.755875800928621,1,789.3540922079017,1,2,183.1025752795667
58.86216960057436,0.9676905441721332,99.77793145140642,0,3,8.0,0,2,0.765065281924862,1,154.05476269369348,0,2,251.3558503556779
88.94072466968083,1.6819988645769823,4354.739057901602,0,0,18.0,2,0,1.3736801162494885,0,1472.0216065272218,0,1,170.33012707710316
62.45669969876168,0.9676905441721332,2317.025125067325,2,3,2.0,2,0,5.379033207842674,0,1192.8739187005676,2,1,17.794748294816387
95.83796718930505,0.9676905441721332,3990.608795931388,0,1,1.0,0,1,0.6525976762206938,0,248.96840032782683,3,3,191.4603474387029
87.79484686156742,1.658077977356592,2855.9478057629167,3,3,3.0,1,2,5.507858632955482,0,1377.6739698089875,2,0,98.72560948414842
83.67188679130493,1.96522745670116,2435.549361502992,2,0,14.0,1,2,1.8396539516641857,1,785.7104528724308,3,1,283.0705855907646
47.253727779931815,0.4289504624997924,2306.2250361022766,0,2,8.0,0,1,4.292733256733129,1,390.9690282440383,2,1,58.61640330610136
78.86793071087911,1.4763479954866403,3708.3075856583855,3,1,9.0,2,2,7.68204254575704,0,829.7356189703215,2,1,174.21705658131992
46.71293609182537,1.0418548112758332,25.83800050647432,0,0,17.0,0,0,3.691241657751538,0,876.2571471687199,0,3,279.2944496194734
40.342025010009856,0.9676905441721332,2791.2494037321394,1,0,14.0,1,2,7.652223820439703,0,1158.3387796873433,2,0,255.14911120064684
62.55437836200939,1.1371461167207273,1533.1399231057044,0,0,17.0,2,1,0.3528476949206309,0,527.7494189810193,0,1,251.12011592405983
74.29853975797788,0.6593001829718814,1547.4310952990038,3,3,2.0,0,0,5.188840201693841,1,676.245885006624,2,0,137.69474361927917
96.03036416917584,0.9676905441721332,2617.6720568856185,3,2,9.0,1,2,0.8250222429500118,1,203.78420673296955,0,1,49.006203547550285
45.358212786914336,0.098062709354102,1160.2222264119296,1,0,10.0,2,0,5.462960018400502,1,1354.6393001029132,2,2,142.7059633869206
68.65123042884126,1.350393733694647,1030.1596018012583,3,0,9.0,0,1,5.382566490180779,0,316.7766111399569,2,0,187.5669360885168
51.856301993519246,1.3052016357105654,3599.304149625654,3,3,15.0,1,1,1.1749410101518567,0,171.36453281693446,0,1,268.125119483126
85.92456296564987,1.8380181737492156,4894.11844641227,1,0,14.0,1,0,2.1062544111251285,0,1297.557432268135,2,3,129.99376583035
69.68625728189204,1.846854325566491,2396.90828540045,0,0,13.0,2,0,3.691241657751538,0,1380.5216287722676,3,1,20.024157335140277
55.48794606253739,1.143950896071776,4923.710227541697,3,3,12.0,0,1,7.713703142489515,0,984.8979129630068,2,3,150.47345621044158
94.84796732517565,0.29993063831467,2886.005254802763,1,0,9.0,1,2,5.8999138282222985,0,1194.3410726543823,2,1,122.56594452180842
52.82013367869529,0.27047015063672,1200.0236598793672,1,2,2.0,1,1,0.470919847070105,1,554.0363325931144,2,1,43.76245896993751
40.71869621146901,1.0494433346558316,4965.696309672108,0,3,17.0,2,1,3.968487614939048,1,731.9982175043841,2,2,233.4574812642491
35.36488962906304,0.9676905441721332,2358.660617463406,1,1,2.0,0,2,2.205169883072712,0,694.8336612581818,2,2,98.90764928839322
84.8761400508937,1.1418419746681672,1664.3828517701324,3,2,4.0,1,2,0.5681755451639594,1,675.7040507566433,3,2,200.6739995840725
31.80914264714087,0.1362739276311231,876.7781695942118,1,1,6.0,1,0,4.337658883931092,0,928.0405186510548,2,1,18.978487829502757
63.393559049774865,0.6125627751137082,3048.301605863427,0,0,4.0,0,1,5.59601345675929,1,1315.8725853189355,3,3,6.065409292605826
87.6096602564653,0.5159803205897746,2395.042037794352,3,1,10.0,1,2,4.718658089601975,0,360.9413022516904,3,3,48.40040757566703
39.70399191239486,0.5881300502850053,2038.547188656143,3,0,2.0,2,2,2.530420316377056,0,741.7285807367838,0,3,170.8829338565755
42.78555764659917,1.7584472718356483,507.1264458089508,1,0,17.0,1,0,4.94016926094633,0,1358.4137120478297,0,2,87.56333817347749
96.4079535718672,1.270041639670143,2435.549361502992,1,1,13.0,1,0,4.965875365191392,1,396.69962459464574,2,2,113.3521635675119
41.36530127761205,0.7157787078466709,1425.4760631078814,3,2,5.0,2,0,1.5011139472647033,0,1439.9793196510002,0,1,190.70516604641568
67.48177568389035,0.7966162464895634,3507.824007298397,3,1,8.0,2,0,5.556307596591811,0,1014.458787394414,0,3,81.98942505235577
83.9243628123946,1.2953629479827395,221.11781471946443,1,3,10.0,2,0,6.450864292806385,1,982.6426967094268,2,1,104.35647451893756
87.37937657102393,1.693433913310336,578.7493879706341,2,0,17.0,2,1,3.195818369614189,0,529.6029732378206,1,2,256.5143292460328
30.50813368402589,1.6668417482080973,4422.556760939931,1,0,19.0,2,1,5.877674237927516,0,1155.3724348882347,0,3,55.33914503254023
63.393559049774865,0.9676905441721332,4550.548017973496,2,3,10.0,1,2,2.110730537563567,1,986.686312780762,0,2,111.28263420301651
82.84513355363191,0.4786744386387154,737.9585142215035,0,0,5.0,0,2,2.3069834871923103,1,314.3136020353853,1,1,44.58075548483038
48.762897853002606,1.7413619388154915,4975.729888919671,3,3,5.0,0,0,2.6450132861151143,1,702.0207619335941,3,0,215.4251566514793
63.393559049774865,0.7676450202277245,2764.2810260174324,3,3,6.0,2,2,2.2620691717105608,0,880.3316308810493,1,0,37.395355362247074
44.06155006200318,0.2188383989356999,1715.8567738508605,0,3,16.0,1,1,0.7889875213135662,1,1331.5785319803474,0,3,215.41011500433257
40.56277398844526,0.5116678243701906,1712.5100281379969,0,1,16.0,1,1,2.607828100782158,0,1036.8293166430965,2,2,39.2769867558675
38.09687863395165,0.362807402454548,572.4383591291936,1,2,11.0,2,2,2.586075462605307,0,312.25483482743823,1,3,155.44968606930425
61.92779688644205,1.946018413219016,2929.1844747172404,0,0,8.0,1,0,4.602221105466007,1,521.5035568155143,2,0,287.9311254413641
48.7630239402347,0.006744873060636,2206.433327606125,2,1,6.0,2,0,3.570111586726541,0,1041.195918708877,0,0,142.71949663526024
71.73866964721013,1.9175084342583228,4217.056753845917,3,0,7.0,1,2,7.75710054941392,0,1043.863951953641,3,3,5.936970174299553
55.96942084120093,1.6465295401218687,3765.051153634417,2,0,12.0,1,0,7.273843461104941,1,1223.9119528925664,2,2,195.9997818467345
33.72188151644816,0.201580736294282,3984.790491711543,0,1,10.0,1,1,0.3468616423700492,1,1186.7041236766845,2,1,79.59079833859202
63.393559049774865,0.3224025271554673,21.42853923250661,0,0,13.0,0,0,7.381327195488081,1,836.583482898124,3,3,283.4645070155198
63.393559049774865,0.0965616466453105,2784.652812327312,0,3,1.0,0,2,1.656613171525283,0,108.7381074934366,2,2,279.28634305110853
67.07481661785698,0.5945248305388131,2080.2426440371605,1,3,10.0,0,0,1.2965377541688747,0,1466.7488776715784,1,0,8.319913556786345
56.69261647065314,1.454762934624189,3612.6107301494662,2,1,15.0,2,0,3.691241657751538,0,328.0645444867088,0,1,198.50931664757329
95.69140044283148,0.7905404694652773,3069.0090671528374,0,0,16.0,0,2,3.691241657751538,0,339.0336464812839,1,2,33.98599095983914
74.21334846692717,0.8559104327651779,4331.123806443473,3,3,18.0,1,2,6.679539023701008,1,1251.3632990696626,3,2,288.65590792467424
31.3647088094611,1.9676100984807985,4823.595634281524,0,1,2.0,0,1,7.563871267693633,0,227.39340701641456,1,0,105.23692537756698
48.189900640616045,0.6805710636757938,1500.842781283265,3,1,18.0,1,1,2.3428450726826986,0,462.8057946411283,3,0,149.7351250811597
95.58263806661564,0.6251213638304345,4588.059801320007,0,3,18.0,2,0,5.454125273598878,1,154.44381304668943,2,3,138.7896246229693
78.80408454350464,0.4046140533366134,1509.6684124386684,0,0,3.0,0,0,3.9355145436653807,1,439.2131662714484,1,0,21.278912490350077
64.18969902784337,0.41777907257463,1752.7217337772731,0,0,10.0,1,0,3.691241657751538,1,271.9205284765558,0,0,77.27020776445912
84.04105016925828,0.2405515382762375,3668.496571079886,0,0,6.0,2,0,0.0985187264818794,1,992.7958549239304,1,1,269.18188020019073
69.40644971840936,1.6941390206858786,1214.6811314532006,0,3,17.0,0,2,4.666439989377524,0,1220.252197507545,3,1,211.3317285969892
51.5986240185652,0.4148436338088686,3679.626142484638,3,2,10.0,0,0,3.087715316123787,0,651.1413619627274,0,0,195.99472825939287
67.61621405416754,1.3939270112476037,2571.6576125734323,1,2,15.0,2,0,3.691241657751538,0,635.0635938840986,2,2,141.81133974778362
31.958479206039662,0.8539578683595503,2435.549361502992,1,2,10.0,0,1,4.5779250539047736,0,785.7104528724308,1,0,288.1202108661433
85.70399715457148,1.9890836527930744,1327.4721728387854,0,0,11.0,1,0,0.8828584598641331,0,1355.778511122939,2,2,198.3382692937087
73.81340432822594,0.6932031594241839,4799.361856398665,2,1,15.0,2,0,5.784382408789233,0,734.1721061423139,3,3,223.65832337986805
